"ID","Classfication","Period","variable","value"
"683","Thailand",2011,"Gimchi",16.7
"684","Thailand",2012,"Gimchi",17.6
"685","Thailand",2013,"Gimchi",19.1
"686","Thailand",2014,"Gimchi",20.2
"687","Thailand",2015,"Gimchi",16.4
"688","Thailand",2016,"Gimchi",17.7
"689","Malaysia",2001,"Gimchi",NA
"690","Malaysia",2002,"Gimchi",NA
"691","Malaysia",2003,"Gimchi",NA
"692","Malaysia",2004,"Gimchi",NA
"693","Malaysia",2005,"Gimchi",35.6
"694","Malaysia",2006,"Gimchi",20.6
"695","Malaysia",2007,"Gimchi",21.8
"696","Malaysia",2008,"Gimchi",23.2
"697","Malaysia",2009,"Gimchi",18.3
"698","Malaysia",2010,"Gimchi",12.9
"699","Malaysia",2011,"Gimchi",8.8
"700","Malaysia",2012,"Gimchi",9.9
"701","Malaysia",2013,"Gimchi",15.8
"702","Malaysia",2014,"Gimchi",13.5
"703","Malaysia",2015,"Gimchi",14.3
"704","Malaysia",2016,"Gimchi",11.5
"705","Australia",2001,"Gimchi",13
"706","Australia",2002,"Gimchi",14.3
"707","Australia",2003,"Gimchi",9.4
"708","Australia",2004,"Gimchi",12.7
"709","Australia",2005,"Gimchi",9.3
"710","Australia",2006,"Gimchi",7.6
"711","Australia",2007,"Gimchi",10.4
"712","Australia",2008,"Gimchi",4.5
"713","Australia",2009,"Gimchi",3.9
"714","Australia",2010,"Gimchi",16
"715","Australia",2011,"Gimchi",15.7
"716","Australia",2012,"Gimchi",15.1
"717","Australia",2013,"Gimchi",4
"718","Australia",2014,"Gimchi",4.7
"719","Australia",2015,"Gimchi",4
"720","Australia",2016,"Gimchi",3.9
"721","U.S.A.",2001,"Gimchi",18.1
"722","U.S.A.",2002,"Gimchi",14.6
"723","U.S.A.",2003,"Gimchi",17.1
"724","U.S.A.",2004,"Gimchi",14.4
"725","U.S.A.",2005,"Gimchi",16.8
"726","U.S.A.",2006,"Gimchi",8.6
"727","U.S.A.",2007,"Gimchi",10.3
"728","U.S.A.",2008,"Gimchi",8.2
"729","U.S.A.",2009,"Gimchi",6.6
"730","U.S.A.",2010,"Gimchi",5.5
"731","U.S.A.",2011,"Gimchi",5.9
"732","U.S.A.",2012,"Gimchi",5.5
"733","U.S.A.",2013,"Gimchi",7.9
"734","U.S.A.",2014,"Gimchi",8.5
"735","U.S.A.",2015,"Gimchi",7.1
"736","U.S.A.",2016,"Gimchi",6.9
"737","Canada",2001,"Gimchi",15.7
"738","Canada",2002,"Gimchi",22.4
"739","Canada",2003,"Gimchi",18.5
"740","Canada",2004,"Gimchi",16
"741","Canada",2005,"Gimchi",11.8
"742","Canada",2006,"Gimchi",6.3
"743","Canada",2007,"Gimchi",10.8
"744","Canada",2008,"Gimchi",7.4
"745","Canada",2009,"Gimchi",5.1
"746","Canada",2010,"Gimchi",9.2
"747","Canada",2011,"Gimchi",7.6
"748","Canada",2012,"Gimchi",8.1
"749","Canada",2013,"Gimchi",6.1
"750","Canada",2014,"Gimchi",5.7
"751","Canada",2015,"Gimchi",4.2
"752","Canada",2016,"Gimchi",4
"753","U.K.",2001,"Gimchi",12.9
"754","U.K.",2002,"Gimchi",10.4
"755","U.K.",2003,"Gimchi",12.3
"756","U.K.",2004,"Gimchi",14.8
"757","U.K.",2005,"Gimchi",13.1
"758","U.K.",2006,"Gimchi",8.2
"759","U.K.",2007,"Gimchi",8.6
"760","U.K.",2008,"Gimchi",6.3
"761","U.K.",2009,"Gimchi",6
"762","U.K.",2010,"Gimchi",7.9
"763","U.K.",2011,"Gimchi",6.1
"764","U.K.",2012,"Gimchi",6.3
"765","U.K.",2013,"Gimchi",4.2
"766","U.K.",2014,"Gimchi",3.9
"767","U.K.",2015,"Gimchi",6.9
"768","U.K.",2016,"Gimchi",5.2
"769","Germany",2001,"Gimchi",7.6
"770","Germany",2002,"Gimchi",13.8
"771","Germany",2003,"Gimchi",10.2
"772","Germany",2004,"Gimchi",12.4
"773","Germany",2005,"Gimchi",13.2
"774","Germany",2006,"Gimchi",9.4
"775","Germany",2007,"Gimchi",9.8
"776","Germany",2008,"Gimchi",10.6
"777","Germany",2009,"Gimchi",6.9
"778","Germany",2010,"Gimchi",6.8
"779","Germany",2011,"Gimchi",6.9
"780","Germany",2012,"Gimchi",7.4
"781","Germany",2013,"Gimchi",5
"782","Germany",2014,"Gimchi",6.5
"783","Germany",2015,"Gimchi",6.9
"784","Germany",2016,"Gimchi",5.9
"785","France",2001,"Gimchi",5.7
"786","France",2002,"Gimchi",6.8
"787","France",2003,"Gimchi",5.3
"788","France",2004,"Gimchi",10.4
"789","France",2005,"Gimchi",12.1
"790","France",2006,"Gimchi",7.9
"791","France",2007,"Gimchi",8.6
"792","France",2008,"Gimchi",7
"793","France",2009,"Gimchi",5.2
"794","France",2010,"Gimchi",6.9
"795","France",2011,"Gimchi",9.5
"796","France",2012,"Gimchi",5.5
"797","France",2013,"Gimchi",3.3
"798","France",2014,"Gimchi",1.6
"799","France",2015,"Gimchi",4.1
"800","France",2016,"Gimchi",6.2
"801","Russianfed.",2001,"Gimchi",17.1
"802","Russianfed.",2002,"Gimchi",26.3
"803","Russianfed.",2003,"Gimchi",20.9
"804","Russianfed.",2004,"Gimchi",18.2
"805","Russianfed.",2005,"Gimchi",22.7
"806","Russianfed.",2006,"Gimchi",13.8
"807","Russianfed.",2007,"Gimchi",12.5
"808","Russianfed.",2008,"Gimchi",11.9
"809","Russianfed.",2009,"Gimchi",11.7
"810","Russianfed.",2010,"Gimchi",6.2
"811","Russianfed.",2011,"Gimchi",8.1
"812","Russianfed.",2012,"Gimchi",7.2
"813","Russianfed.",2013,"Gimchi",8.8
"814","Russianfed.",2014,"Gimchi",8.9
"815","Russianfed.",2015,"Gimchi",9.6
"816","Russianfed.",2016,"Gimchi",6.5
"817","Middleeast",2001,"Gimchi",NA
"818","Middleeast",2002,"Gimchi",NA
"819","Middleeast",2003,"Gimchi",NA
"820","Middleeast",2004,"Gimchi",NA
"821","Middleeast",2005,"Gimchi",13
"822","Middleeast",2006,"Gimchi",9
"823","Middleeast",2007,"Gimchi",11.5
"824","Middleeast",2008,"Gimchi",8.5
"825","Middleeast",2009,"Gimchi",7.3
"826","Middleeast",2010,"Gimchi",4.9
"827","Middleeast",2011,"Gimchi",7
"828","Middleeast",2012,"Gimchi",3.6
"829","Middleeast",2013,"Gimchi",3.4
"830","Middleeast",2014,"Gimchi",2.2
"831","Middleeast",2015,"Gimchi",4.4
"832","Middleeast",2016,"Gimchi",4.7
"833","India",2001,"Gimchi",NA
"834","India",2002,"Gimchi",NA
"835","India",2003,"Gimchi",NA
"836","India",2004,"Gimchi",NA
"837","India",2005,"Gimchi",NA
"838","India",2006,"Gimchi",NA
"839","India",2007,"Gimchi",NA
"840","India",2008,"Gimchi",8.1
"841","India",2009,"Gimchi",4.7
"842","India",2010,"Gimchi",5.4
"843","India",2011,"Gimchi",7.1
"844","India",2012,"Gimchi",5.1
"845","India",2013,"Gimchi",6.4
"846","India",2014,"Gimchi",2.3
"847","India",2015,"Gimchi",5.2
"848","India",2016,"Gimchi",4.2
"849","Others",2001,"Gimchi",13.1
"850","Others",2002,"Gimchi",15.7
"851","Others",2003,"Gimchi",17.1
"852","Others",2004,"Gimchi",14.5
"853","Others",2005,"Gimchi",11.8
"854","Others",2006,"Gimchi",10.7
"855","Others",2007,"Gimchi",16
"856","Others",2008,"Gimchi",10.1
"857","Others",2009,"Gimchi",6
"858","Others",2010,"Gimchi",7.2
"859","Others",2011,"Gimchi",10.2
"860","Others",2012,"Gimchi",10.4
"861","Others",2013,"Gimchi",8.4
"862","Others",2014,"Gimchi",7
"863","Others",2015,"Gimchi",7.8
"864","Others",2016,"Gimchi",7
"865","Whole",2001,"Accessories.Jewellery",24.9
"866","Whole",2002,"Accessories.Jewellery",22.8
"867","Whole",2003,"Accessories.Jewellery",23.5
"868","Whole",2004,"Accessories.Jewellery",26.1
"869","Whole",2005,"Accessories.Jewellery",28.4
"870","Whole",2006,"Accessories.Jewellery",13.5
"871","Whole",2007,"Accessories.Jewellery",12.1
"872","Whole",2008,"Accessories.Jewellery",12.1
"873","Whole",2009,"Accessories.Jewellery",13.1
"874","Whole",2010,"Accessories.Jewellery",12
"875","Whole",2011,"Accessories.Jewellery",9.9
"876","Whole",2012,"Accessories.Jewellery",9.9
"877","Whole",2013,"Accessories.Jewellery",9.2
"878","Whole",2014,"Accessories.Jewellery",6.7
"879","Whole",2015,"Accessories.Jewellery",7.5
"880","Whole",2016,"Accessories.Jewellery",8.8
"881","Japan",2001,"Accessories.Jewellery",26.7
"882","Japan",2002,"Accessories.Jewellery",23.4
"883","Japan",2003,"Accessories.Jewellery",22.9
"884","Japan",2004,"Accessories.Jewellery",27.3
"885","Japan",2005,"Accessories.Jewellery",26
"886","Japan",2006,"Accessories.Jewellery",12.2
"887","Japan",2007,"Accessories.Jewellery",13.2
"888","Japan",2008,"Accessories.Jewellery",13.5
"889","Japan",2009,"Accessories.Jewellery",15
"890","Japan",2010,"Accessories.Jewellery",13.8
"891","Japan",2011,"Accessories.Jewellery",9.7
"892","Japan",2012,"Accessories.Jewellery",8.2
"893","Japan",2013,"Accessories.Jewellery",5.7
"894","Japan",2014,"Accessories.Jewellery",4.8
"895","Japan",2015,"Accessories.Jewellery",4.4
"896","Japan",2016,"Accessories.Jewellery",6
"897","China",2001,"Accessories.Jewellery",24.5
"898","China",2002,"Accessories.Jewellery",25.4
"899","China",2003,"Accessories.Jewellery",23
"900","China",2004,"Accessories.Jewellery",26.4
"901","China",2005,"Accessories.Jewellery",30.2
"902","China",2006,"Accessories.Jewellery",10.4
"903","China",2007,"Accessories.Jewellery",9.8
"904","China",2008,"Accessories.Jewellery",5.9
"905","China",2009,"Accessories.Jewellery",9.7
"906","China",2010,"Accessories.Jewellery",9.2
"907","China",2011,"Accessories.Jewellery",8
"908","China",2012,"Accessories.Jewellery",9.6
"909","China",2013,"Accessories.Jewellery",11
"910","China",2014,"Accessories.Jewellery",5.4
"911","China",2015,"Accessories.Jewellery",7.1
"912","China",2016,"Accessories.Jewellery",9.1
"913","Hongkong",2001,"Accessories.Jewellery",24.5
"914","Hongkong",2002,"Accessories.Jewellery",30.7
"915","Hongkong",2003,"Accessories.Jewellery",26.1
"916","Hongkong",2004,"Accessories.Jewellery",32.5
"917","Hongkong",2005,"Accessories.Jewellery",31.6
"918","Hongkong",2006,"Accessories.Jewellery",12.2
"919","Hongkong",2007,"Accessories.Jewellery",13
"920","Hongkong",2008,"Accessories.Jewellery",12
"921","Hongkong",2009,"Accessories.Jewellery",8.6
"922","Hongkong",2010,"Accessories.Jewellery",7.6
"923","Hongkong",2011,"Accessories.Jewellery",7.5
"924","Hongkong",2012,"Accessories.Jewellery",10.7
"925","Hongkong",2013,"Accessories.Jewellery",8
"926","Hongkong",2014,"Accessories.Jewellery",8.5
"927","Hongkong",2015,"Accessories.Jewellery",7.1
"928","Hongkong",2016,"Accessories.Jewellery",6.2
"929","Singapore",2001,"Accessories.Jewellery",24.3
"930","Singapore",2002,"Accessories.Jewellery",33.3
"931","Singapore",2003,"Accessories.Jewellery",36.5
"932","Singapore",2004,"Accessories.Jewellery",28
"933","Singapore",2005,"Accessories.Jewellery",37.7
"934","Singapore",2006,"Accessories.Jewellery",22.3
"935","Singapore",2007,"Accessories.Jewellery",22.3
"936","Singapore",2008,"Accessories.Jewellery",19.2
"937","Singapore",2009,"Accessories.Jewellery",18.7
"938","Singapore",2010,"Accessories.Jewellery",17.5
"939","Singapore",2011,"Accessories.Jewellery",14.7
"940","Singapore",2012,"Accessories.Jewellery",13.8
"941","Singapore",2013,"Accessories.Jewellery",13.4
"942","Singapore",2014,"Accessories.Jewellery",14.1
"943","Singapore",2015,"Accessories.Jewellery",13.3
"944","Singapore",2016,"Accessories.Jewellery",12.2
"945","Taiwan",2001,"Accessories.Jewellery",17.4
"946","Taiwan",2002,"Accessories.Jewellery",23.5
"947","Taiwan",2003,"Accessories.Jewellery",20.3
"948","Taiwan",2004,"Accessories.Jewellery",33.8
"949","Taiwan",2005,"Accessories.Jewellery",36
"950","Taiwan",2006,"Accessories.Jewellery",14
"951","Taiwan",2007,"Accessories.Jewellery",6.9
"952","Taiwan",2008,"Accessories.Jewellery",11.6
"953","Taiwan",2009,"Accessories.Jewellery",9.8
"954","Taiwan",2010,"Accessories.Jewellery",9.2
"955","Taiwan",2011,"Accessories.Jewellery",5.9
"956","Taiwan",2012,"Accessories.Jewellery",7.3
"957","Taiwan",2013,"Accessories.Jewellery",9.7
"958","Taiwan",2014,"Accessories.Jewellery",5.4
"959","Taiwan",2015,"Accessories.Jewellery",4.6
"960","Taiwan",2016,"Accessories.Jewellery",5.3
"961","Thailand",2001,"Accessories.Jewellery",23.2
"962","Thailand",2002,"Accessories.Jewellery",23.8
"963","Thailand",2003,"Accessories.Jewellery",22.9
"964","Thailand",2004,"Accessories.Jewellery",23.5
"965","Thailand",2005,"Accessories.Jewellery",18.5
"966","Thailand",2006,"Accessories.Jewellery",15.3
"967","Thailand",2007,"Accessories.Jewellery",12.6
"968","Thailand",2008,"Accessories.Jewellery",15.3
"969","Thailand",2009,"Accessories.Jewellery",16.5
"970","Thailand",2010,"Accessories.Jewellery",20.7
"971","Thailand",2011,"Accessories.Jewellery",23.9
"972","Thailand",2012,"Accessories.Jewellery",19.5
"973","Thailand",2013,"Accessories.Jewellery",7.1
"974","Thailand",2014,"Accessories.Jewellery",7.7
"975","Thailand",2015,"Accessories.Jewellery",5.3
"976","Thailand",2016,"Accessories.Jewellery",6.5
"977","Malaysia",2001,"Accessories.Jewellery",NA
"978","Malaysia",2002,"Accessories.Jewellery",NA
"979","Malaysia",2003,"Accessories.Jewellery",NA
"980","Malaysia",2004,"Accessories.Jewellery",NA
"981","Malaysia",2005,"Accessories.Jewellery",49.7
"982","Malaysia",2006,"Accessories.Jewellery",25.4
"983","Malaysia",2007,"Accessories.Jewellery",23.5
"984","Malaysia",2008,"Accessories.Jewellery",24
"985","Malaysia",2009,"Accessories.Jewellery",19.4
"986","Malaysia",2010,"Accessories.Jewellery",9.6
"987","Malaysia",2011,"Accessories.Jewellery",13.1
"988","Malaysia",2012,"Accessories.Jewellery",10
"989","Malaysia",2013,"Accessories.Jewellery",19.6
"990","Malaysia",2014,"Accessories.Jewellery",16.4
"991","Malaysia",2015,"Accessories.Jewellery",15.8
"992","Malaysia",2016,"Accessories.Jewellery",17.9
"993","Australia",2001,"Accessories.Jewellery",20
"994","Australia",2002,"Accessories.Jewellery",16.3
"995","Australia",2003,"Accessories.Jewellery",17.9
"996","Australia",2004,"Accessories.Jewellery",22.8
"997","Australia",2005,"Accessories.Jewellery",24.5
"998","Australia",2006,"Accessories.Jewellery",15.3
"999","Australia",2007,"Accessories.Jewellery",17.2
"1000","Australia",2008,"Accessories.Jewellery",16.4
"1001","Australia",2009,"Accessories.Jewellery",15.4
"1002","Australia",2010,"Accessories.Jewellery",14.2
"1003","Australia",2011,"Accessories.Jewellery",8.5
"1004","Australia",2012,"Accessories.Jewellery",8
"1005","Australia",2013,"Accessories.Jewellery",9.2
"1006","Australia",2014,"Accessories.Jewellery",11.2
"1007","Australia",2015,"Accessories.Jewellery",11
"1008","Australia",2016,"Accessories.Jewellery",9.3
"1009","U.S.A.",2001,"Accessories.Jewellery",21.8
"1010","U.S.A.",2002,"Accessories.Jewellery",23.6
"1011","U.S.A.",2003,"Accessories.Jewellery",29
"1012","U.S.A.",2004,"Accessories.Jewellery",24.1
"1013","U.S.A.",2005,"Accessories.Jewellery",32.4
"1014","U.S.A.",2006,"Accessories.Jewellery",18
"1015","U.S.A.",2007,"Accessories.Jewellery",13.4
"1016","U.S.A.",2008,"Accessories.Jewellery",16.3
"1017","U.S.A.",2009,"Accessories.Jewellery",17.2
"1018","U.S.A.",2010,"Accessories.Jewellery",14.6
"1019","U.S.A.",2011,"Accessories.Jewellery",16.9
"1020","U.S.A.",2012,"Accessories.Jewellery",11.7
"1021","U.S.A.",2013,"Accessories.Jewellery",13.5
"1022","U.S.A.",2014,"Accessories.Jewellery",10.4
"1023","U.S.A.",2015,"Accessories.Jewellery",13.6
"1024","U.S.A.",2016,"Accessories.Jewellery",12.8
"1025","Canada",2001,"Accessories.Jewellery",29.3
"1026","Canada",2002,"Accessories.Jewellery",26.3
"1027","Canada",2003,"Accessories.Jewellery",28.7
"1028","Canada",2004,"Accessories.Jewellery",23.4
"1029","Canada",2005,"Accessories.Jewellery",27.8
"1030","Canada",2006,"Accessories.Jewellery",20.8
"1031","Canada",2007,"Accessories.Jewellery",16.6
"1032","Canada",2008,"Accessories.Jewellery",20.5
"1033","Canada",2009,"Accessories.Jewellery",19.1
"1034","Canada",2010,"Accessories.Jewellery",14.2
"1035","Canada",2011,"Accessories.Jewellery",15.8
"1036","Canada",2012,"Accessories.Jewellery",16.9
"1037","Canada",2013,"Accessories.Jewellery",14.2
"1038","Canada",2014,"Accessories.Jewellery",13.4
"1039","Canada",2015,"Accessories.Jewellery",12.2
"1040","Canada",2016,"Accessories.Jewellery",15
"1041","U.K.",2001,"Accessories.Jewellery",22.9
"1042","U.K.",2002,"Accessories.Jewellery",17.2
"1043","U.K.",2003,"Accessories.Jewellery",17.9
"1044","U.K.",2004,"Accessories.Jewellery",18.6
"1045","U.K.",2005,"Accessories.Jewellery",27
"1046","U.K.",2006,"Accessories.Jewellery",10.3
"1047","U.K.",2007,"Accessories.Jewellery",11.3
"1048","U.K.",2008,"Accessories.Jewellery",11.8
"1049","U.K.",2009,"Accessories.Jewellery",12
"1050","U.K.",2010,"Accessories.Jewellery",20.4
"1051","U.K.",2011,"Accessories.Jewellery",14.7
"1052","U.K.",2012,"Accessories.Jewellery",13.9
"1053","U.K.",2013,"Accessories.Jewellery",7.3
"1054","U.K.",2014,"Accessories.Jewellery",9.6
"1055","U.K.",2015,"Accessories.Jewellery",10.8
"1056","U.K.",2016,"Accessories.Jewellery",7.2
"1057","Germany",2001,"Accessories.Jewellery",11.6
"1058","Germany",2002,"Accessories.Jewellery",8.7
"1059","Germany",2003,"Accessories.Jewellery",13.7
"1060","Germany",2004,"Accessories.Jewellery",15
"1061","Germany",2005,"Accessories.Jewellery",27.1
"1062","Germany",2006,"Accessories.Jewellery",6.1
"1063","Germany",2007,"Accessories.Jewellery",4.1
"1064","Germany",2008,"Accessories.Jewellery",5.3
"1065","Germany",2009,"Accessories.Jewellery",7.6
"1066","Germany",2010,"Accessories.Jewellery",10.8
"1067","Germany",2011,"Accessories.Jewellery",10.2
"1068","Germany",2012,"Accessories.Jewellery",9.7
"1069","Germany",2013,"Accessories.Jewellery",6.7
"1070","Germany",2014,"Accessories.Jewellery",8.7
"1071","Germany",2015,"Accessories.Jewellery",6
"1072","Germany",2016,"Accessories.Jewellery",5
"1073","France",2001,"Accessories.Jewellery",17.9
"1074","France",2002,"Accessories.Jewellery",18.4
"1075","France",2003,"Accessories.Jewellery",21.4
"1076","France",2004,"Accessories.Jewellery",14.8
"1077","France",2005,"Accessories.Jewellery",22.3
"1078","France",2006,"Accessories.Jewellery",12.5
"1079","France",2007,"Accessories.Jewellery",11.2
"1080","France",2008,"Accessories.Jewellery",10.3
"1081","France",2009,"Accessories.Jewellery",8.9
"1082","France",2010,"Accessories.Jewellery",7.3
"1083","France",2011,"Accessories.Jewellery",6.8
"1084","France",2012,"Accessories.Jewellery",9.3
"1085","France",2013,"Accessories.Jewellery",8.9
"1086","France",2014,"Accessories.Jewellery",9.6
"1087","France",2015,"Accessories.Jewellery",8.7
"1088","France",2016,"Accessories.Jewellery",9.3
"1089","Russianfed.",2001,"Accessories.Jewellery",15.9
"1090","Russianfed.",2002,"Accessories.Jewellery",17.8
"1091","Russianfed.",2003,"Accessories.Jewellery",19.8
"1092","Russianfed.",2004,"Accessories.Jewellery",17.3
"1093","Russianfed.",2005,"Accessories.Jewellery",28.2
"1094","Russianfed.",2006,"Accessories.Jewellery",11.3
"1095","Russianfed.",2007,"Accessories.Jewellery",13.7
"1096","Russianfed.",2008,"Accessories.Jewellery",12.7
"1097","Russianfed.",2009,"Accessories.Jewellery",11.3
"1098","Russianfed.",2010,"Accessories.Jewellery",8.4
"1099","Russianfed.",2011,"Accessories.Jewellery",11.2
"1100","Russianfed.",2012,"Accessories.Jewellery",13.4
"1101","Russianfed.",2013,"Accessories.Jewellery",10.9
"1102","Russianfed.",2014,"Accessories.Jewellery",11.4
"1103","Russianfed.",2015,"Accessories.Jewellery",8.4
"1104","Russianfed.",2016,"Accessories.Jewellery",13.7
"1105","Middleeast",2001,"Accessories.Jewellery",NA
"1106","Middleeast",2002,"Accessories.Jewellery",NA
"1107","Middleeast",2003,"Accessories.Jewellery",NA
"1108","Middleeast",2004,"Accessories.Jewellery",NA
"1109","Middleeast",2005,"Accessories.Jewellery",7.8
"1110","Middleeast",2006,"Accessories.Jewellery",9.6
"1111","Middleeast",2007,"Accessories.Jewellery",10.5
"1112","Middleeast",2008,"Accessories.Jewellery",8.6
"1113","Middleeast",2009,"Accessories.Jewellery",8.5
"1114","Middleeast",2010,"Accessories.Jewellery",8.8
"1115","Middleeast",2011,"Accessories.Jewellery",13.2
"1116","Middleeast",2012,"Accessories.Jewellery",9.9
"1117","Middleeast",2013,"Accessories.Jewellery",10.1
"1118","Middleeast",2014,"Accessories.Jewellery",4.9
"1119","Middleeast",2015,"Accessories.Jewellery",7.6
"1120","Middleeast",2016,"Accessories.Jewellery",6.9
"1121","India",2001,"Accessories.Jewellery",NA
"1122","India",2002,"Accessories.Jewellery",NA
"1123","India",2003,"Accessories.Jewellery",NA
"1124","India",2004,"Accessories.Jewellery",NA
"1125","India",2005,"Accessories.Jewellery",NA
"1126","India",2006,"Accessories.Jewellery",NA
"1127","India",2007,"Accessories.Jewellery",NA
"1128","India",2008,"Accessories.Jewellery",9.4
"1129","India",2009,"Accessories.Jewellery",13.2
"1130","India",2010,"Accessories.Jewellery",11
"1131","India",2011,"Accessories.Jewellery",10.7
"1132","India",2012,"Accessories.Jewellery",12.6
"1133","India",2013,"Accessories.Jewellery",7.9
"1134","India",2014,"Accessories.Jewellery",12.3
"1135","India",2015,"Accessories.Jewellery",9.3
"1136","India",2016,"Accessories.Jewellery",5
"1137","Others",2001,"Accessories.Jewellery",21.1
"1138","Others",2002,"Accessories.Jewellery",13.7
"1139","Others",2003,"Accessories.Jewellery",23.2
"1140","Others",2004,"Accessories.Jewellery",22.6
"1141","Others",2005,"Accessories.Jewellery",26.2
"1142","Others",2006,"Accessories.Jewellery",15.3
"1143","Others",2007,"Accessories.Jewellery",10.5
"1144","Others",2008,"Accessories.Jewellery",10.7
"1145","Others",2009,"Accessories.Jewellery",9.9
"1146","Others",2010,"Accessories.Jewellery",10.3
"1147","Others",2011,"Accessories.Jewellery",9.2
"1148","Others",2012,"Accessories.Jewellery",11.1
"1149","Others",2013,"Accessories.Jewellery",6.7
"1150","Others",2014,"Accessories.Jewellery",8
"1151","Others",2015,"Accessories.Jewellery",9
"1152","Others",2016,"Accessories.Jewellery",10.8
"1153","Whole",2001,"Perfumes.Cosmetics",24.8
"1154","Whole",2002,"Perfumes.Cosmetics",22.7
"1155","Whole",2003,"Perfumes.Cosmetics",23.4
